term,coef,se,OR,OR_lower,OR_upper,z,pvalue,inference
rep_attorney,1.0279563228504465,0.3651421573028299,2.7953472059641222,1.3665341194041718,5.718090672553733,2.8152222423277,0.004874351235287259,cluster_robust+wild_bootstrap
rep_agent,0.9574449768180986,0.37655964223317184,2.605032045898369,1.2453144621216297,5.449380189960916,2.542611765668805,0.011002740625551405,cluster_robust+wild_bootstrap
rep_vso,0.6879752466753284,0.3166123868844458,1.9896828350759224,1.0697392940672728,3.7007500856996667,2.1729258714265627,0.029785896933050702,cluster_robust+wild_bootstrap
hearing,0.37713509987457045,0.07603217984372557,1.4581012853659743,1.2562260492638135,1.6924178253044835,4.960203701244966,7.041929658778244e-07,cluster_robust+wild_bootstrap
len_chars_clip,-8.443068952076278e-06,1.637299399599108e-06,0.9999915569666905,0.999988347892111,0.9999947660515683,-5.156704359717935,2.5133415421939355e-07,cluster_robust+wild_bootstrap
ama_cue,0.4925463850843914,0.05660305002037321,1.6364780221576225,1.4646325721868863,1.8284861117121225,8.701764037575865,3.2676447206106772e-18,cluster_robust+wild_bootstrap
