term,coef,se,lower_ci,upper_ci,z,pvalue,odds_ratio,note
Intercept,-0.7470815761881398,0.010938013687734291,0.46369879650003226,0.48401321478657744,-68.30139342629501,0.0,0.47374713211443037,logit_default
rep_attorney,1.7710532511478791,0.009324460587615047,5.770607196791814,5.985436052398745,189.9362686459559,0.0,5.877040101948377,logit_default
rep_agent,1.413003774648124,0.02328976683460266,3.9249587108575525,4.300157791156094,60.67058484023809,0.0,4.108277227800004,logit_default
rep_vso,0.9385086531308052,0.0076606614550435125,2.518072572466736,2.5948366056880374,122.51013292238933,0.0,2.5561664434883204,logit_default
